feature,tumor_stage,value
HALLMARK_ANGIOGENESIS,non-cancer,0.17477668713300654
HALLMARK_ANGIOGENESIS,non-cancer,0.048269711518899
HALLMARK_ANGIOGENESIS,non-cancer,0.15209345744206354
HALLMARK_ANGIOGENESIS,non-cancer,0.23273212538825144
HALLMARK_ANGIOGENESIS,non-cancer,0.23812450033986673
HALLMARK_ANGIOGENESIS,non-cancer,0.199474245055109
HALLMARK_ANGIOGENESIS,non-cancer,0.2044524383544922
HALLMARK_ANGIOGENESIS,non-cancer,0.2855538397568923
HALLMARK_ANGIOGENESIS,non-cancer,0.19521587453336794
HALLMARK_ANGIOGENESIS,non-cancer,0.247444119820228
HALLMARK_ANGIOGENESIS,non-cancer,0.1242504213610266
HALLMARK_ANGIOGENESIS,non-cancer,-0.06414783771221454
HALLMARK_ANGIOGENESIS,non-cancer,0.17320810929322852
HALLMARK_ANGIOGENESIS,non-cancer,0.09944266188857903
HALLMARK_ANGIOGENESIS,non-cancer,0.11949953283000195
HALLMARK_ANGIOGENESIS,non-cancer,0.004573144260634723
HALLMARK_ANGIOGENESIS,non-cancer,0.09507073557274974
HALLMARK_ANGIOGENESIS,non-cancer,0.11605835849403315
HALLMARK_ANGIOGENESIS,non-cancer,0.22188136092617983
HALLMARK_ANGIOGENESIS,non-cancer,0.048625932025094326
HALLMARK_ANGIOGENESIS,non-cancer,0.160608765365731
HALLMARK_ANGIOGENESIS,non-cancer,0.1608340677440676
HALLMARK_ANGIOGENESIS,non-cancer,0.14787528714563095
HALLMARK_ANGIOGENESIS,non-cancer,0.04622265424483861
HALLMARK_ANGIOGENESIS,non-cancer,0.1450650797949897
HALLMARK_ANGIOGENESIS,non-cancer,0.2881249949463412
HALLMARK_ANGIOGENESIS,non-cancer,-0.040802092511429744
HALLMARK_ANGIOGENESIS,non-cancer,0.08033634210244205
HALLMARK_ANGIOGENESIS,non-cancer,0.3025410306555594
HALLMARK_ANGIOGENESIS,non-cancer,0.3520683045672556
HALLMARK_ANGIOGENESIS,non-cancer,0.039563351125798674
HALLMARK_ANGIOGENESIS,non-cancer,0.22160257747030665
HALLMARK_ANGIOGENESIS,non-cancer,0.3230839934715858
HALLMARK_ANGIOGENESIS,non-cancer,0.1702311437557905
HALLMARK_ANGIOGENESIS,non-cancer,0.05030627552260701
HALLMARK_ANGIOGENESIS,non-cancer,0.3122160675179245
HALLMARK_ANGIOGENESIS,non-cancer,0.31144009304861736
HALLMARK_ANGIOGENESIS,non-cancer,0.15845075297559427
HALLMARK_ANGIOGENESIS,non-cancer,0.007214181402809605
HALLMARK_ANGIOGENESIS,non-cancer,0.19840961578564767
HALLMARK_ANGIOGENESIS,non-cancer,0.12039181089808798
HALLMARK_ANGIOGENESIS,non-cancer,-0.0186343555776482
HALLMARK_ANGIOGENESIS,non-cancer,0.11294285236260829
HALLMARK_ANGIOGENESIS,non-cancer,0.13011077171716934
HALLMARK_ANGIOGENESIS,non-cancer,0.0030886343197944893
HALLMARK_ANGIOGENESIS,non-cancer,0.2867272218883547
HALLMARK_ANGIOGENESIS,non-cancer,0.23325090506137944
HALLMARK_ANGIOGENESIS,non-cancer,0.24351926298222987
HALLMARK_ANGIOGENESIS,non-cancer,-0.07921649193152404
HALLMARK_ANGIOGENESIS,non-cancer,0.2518820095062256
HALLMARK_ANGIOGENESIS,non-cancer,0.27623459530691813
HALLMARK_ANGIOGENESIS,non-cancer,0.182956302349384
HALLMARK_ANGIOGENESIS,non-cancer,0.23626574394030447
HALLMARK_ANGIOGENESIS,non-cancer,0.2468005534115001
HALLMARK_ANGIOGENESIS,non-cancer,0.32123649531959464
HALLMARK_ANGIOGENESIS,non-cancer,0.16988553112388677
HALLMARK_ANGIOGENESIS,non-cancer,0.13321046421670507
HALLMARK_ANGIOGENESIS,non-cancer,0.11936540049365443
HALLMARK_ANGIOGENESIS,non-cancer,0.2938948119399894
HALLMARK_ANGIOGENESIS,non-cancer,0.05536116657094059
HALLMARK_ANGIOGENESIS,non-cancer,0.0853062651707576
HALLMARK_ANGIOGENESIS,non-cancer,0.128568201391106
HALLMARK_ANGIOGENESIS,non-cancer,0.21830302368881355
HALLMARK_ANGIOGENESIS,non-cancer,0.30696391138256107
HALLMARK_ANGIOGENESIS,non-cancer,-0.0037247776373838942
HALLMARK_ANGIOGENESIS,non-cancer,0.1229513693263388
HALLMARK_ANGIOGENESIS,non-cancer,0.26008249152419916
HALLMARK_ANGIOGENESIS,non-cancer,0.33121372597849263
HALLMARK_ANGIOGENESIS,non-cancer,0.0522005728778676
HALLMARK_ANGIOGENESIS,non-cancer,0.3022022929558387
HALLMARK_ANGIOGENESIS,non-cancer,0.03905990470168938
HALLMARK_ANGIOGENESIS,non-cancer,0.22940200675247063
HALLMARK_ANGIOGENESIS,non-cancer,0.07923532037653475
HALLMARK_ANGIOGENESIS,non-cancer,0.2103008559626392
HALLMARK_ANGIOGENESIS,non-cancer,0.30407947605491703
HALLMARK_ANGIOGENESIS,non-cancer,0.16073240011166307
HALLMARK_ANGIOGENESIS,non-cancer,0.016986758484799663
HALLMARK_ANGIOGENESIS,non-cancer,0.07191770757365429
HALLMARK_ANGIOGENESIS,non-cancer,0.30714992898142235
HALLMARK_ANGIOGENESIS,non-cancer,0.061260733645186444
HALLMARK_ANGIOGENESIS,non-cancer,0.20653629221467892
HALLMARK_ANGIOGENESIS,non-cancer,0.0995363131955139
HALLMARK_ANGIOGENESIS,non-cancer,-0.07350291912372296
HALLMARK_ANGIOGENESIS,non-cancer,0.33242939949035644
HALLMARK_ANGIOGENESIS,non-cancer,0.0866686960774609
HALLMARK_ANGIOGENESIS,non-cancer,0.0222175025124835
HALLMARK_ANGIOGENESIS,non-cancer,0.1383462728190626
HALLMARK_ANGIOGENESIS,non-cancer,0.09665384239620632
HALLMARK_ANGIOGENESIS,non-cancer,0.07910818267072367
HALLMARK_ANGIOGENESIS,non-cancer,0.20299920514098602
HALLMARK_ANGIOGENESIS,non-cancer,0.1645228222904042
HALLMARK_ANGIOGENESIS,non-cancer,0.21764204636598244
HALLMARK_ANGIOGENESIS,non-cancer,0.13455522203037884
