feature,tumor_stage,value
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.035703668370037314
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.004196309304052556
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.16184825134455028
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.11138395303800504
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.15216166363047376
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1509350374889821
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.30437626502199533
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10301185778230672
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.12168209452105089
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.049831354376536574
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.1944962189726381
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.08182625504522364
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.03443424083850466
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0665197574232067
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.19517784589508613
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0916839336037743
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.11063232214685552
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07870201727077744
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.0561159741645699
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.010919231995179218
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.04733157515640836
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.04619355727944317
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.0034175972050605463
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.2157039465286951
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0023887994209520758
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.02980475553111582
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07952955479305708
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0985633536806902
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.0828583386065174
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10081823837433079
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.11049357348027478
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.017103936812848858
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.060597076702209915
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07662696973543845
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.01517631849192548
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.14901521487733688
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.10787314348886815
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.07811591702711362
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.039583861774307894
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.16058682524428564
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,-0.06404457811102457
HALLMARK_IL6_JAK_STAT3_SIGNALING,non-cancer,0.04382185206686297
